show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in
s1641,TV Show,Over Christmas,,"Luke Mockridge, Seyneb Saleh, Cristina do Rego, Lucas Reiber, Johanna Gastdorf, Rudolf Kowalski, Carmen-Maja Antoni, Eugen Bauder, Jonathan Kwesi Aikins, Martina Eitner-Acheampong, Eike Weinreich, Eskindir Tesfay",Germany,27-Nov-20,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1642,TV Show,Sugar Rush Christmas,,"Hunter March, Candace Nelson, Adriano Zumbo",United States,27-Nov-20,2020,TV-14,2 Seasons,Reality TV
s1643,Movie,The Beast,Ludovico Di Martino,"Fabrizio Gifuni, Lino Musella, Monica Piseddu, Andrea Pennacchi, Emanuele Linfatti, Nicolò Galasso, Giacomo Colavito, Giada Gagliardi, Gianmarco Vettori, Silvia Gallerano, Massimiliano Setti",Italy,27-Nov-20,2020,TV-MA,100 min,"Action & Adventure, International Movies"
s1644,Movie,The Call,Lee Chung-hyun,"Park Shin-hye, Jun Jong-seo, Kim Sung-ryoung, EL, Park Ho-san, Oh Jung-se, Lee Dong-hwi, Um Chae-young",South Korea,27-Nov-20,2020,TV-MA,112 min,"International Movies, Thrillers"
s1645,Movie,Fantastica,Barry Gonzalez,"Vice Ganda, Richard Gutierrez, Dingdong Dantes, Bela Padilla",Philippines,26-Nov-20,2018,TV-PG,114 min,"Comedies, International Movies, LGBTQ Movies"
s1646,Movie,Larry the Cable Guy: Remain Seated,Brian Volk-Weiss,Larry the Cable Guy,United States,26-Nov-20,2020,TV-14,68 min,Stand-Up Comedy
s1647,Movie,Mosul,Matthew Michael Carnahan,"Suhail Dabbach, Adam Bessa, Is'haq Elias, Qutaiba Abdelhaq, Ahmad El Ghanem, Hicham Ouarqa, Mohimen Mahbuba, Thaer Al-Shayei, Abdellah Bensaid, Faycal Attougui, Mohamed Attougui, Tarik Belmekki, Hayat Kamille, Seema Al Khalidi, Waleed Algadi",United States,26-Nov-20,2020,TV-MA,103 min,"Action & Adventure, Dramas, International Movies"
s1648,Movie,Unexpectedly Yours,Cathy Garcia-Molina,"Sharon Cuneta, Robin Padilla, Julia Barretto, Joshua Garcia, John Estrada, Pilar Pilapil, Marissa Delgado, Maritoni Fernandez",Philippines,26-Nov-20,2017,TV-14,121 min,"Comedies, International Movies, Romantic Movies"
s1649,Movie,Ghosts of War,Eric Bress,"Brenton Thwaites, Theo Rossi, Skylar Astin, Kyle Gallner, Alan Ritchson, Billy Zane, Shaun Toub",United Kingdom,25-Nov-20,2020,R,95 min,Horror Movies
s1650,TV Show,Great Pretender,,"Chiaki Kobayashi, Junichi Suwabe, Natsumi Fujiwara, Mie Sonozaki",Japan,25-Nov-20,2020,TV-MA,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows"
s1651,Movie,Shawn Mendes: Live in Concert,Paul Dugdale,Shawn Mendes,"United Kingdom, United States",25-Nov-20,2020,TV-PG,87 min,Music & Musicals
s1652,Movie,The Christmas Chronicles: Part Two,Chris Columbus,"Kurt Russell, Goldie Hawn, Darby Camp, Jahzir Bruno, Julian Dennison, Judah Lewis, Kimberly Williams-Paisley, Tyrese Gibson",Canada,25-Nov-20,2020,PG,115 min,"Children & Family Movies, Comedies"
s1653,Movie,Andhaghaaram,V Vignarajan,"Vinoth Kishan, Arjun Das, Pooja Ramachandran, Kumar Natarajan, Misha Ghoshal, Arul Vincent, Chenthu Mohan, Pradeep Kalipurayath",,24-Nov-20,2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers"
s1654,Movie,Andhakaaram,V Vignarajan,"Vinoth Kishan, Arjun Das, Pooja Ramachandran, Kumar Natarajan, Misha Ghoshal, Arul Vincent, Chenthu Mohan, Pradeep Kalipurayath",India,24-Nov-20,2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers"
s1655,TV Show,Before 30,BB Sasore,"Damilola Adegbite, O.C. Ukeje, Beverly Naya, Meg Otanwa, Anee Icha, Patrick Diabuah, Tunbosun Aiyedehin, Patrick Doyle",Nigeria,24-Nov-20,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1656,Movie,Dragons: Rescue Riders: Huttsgalor Holiday,"Greg Rankin, TJ Sullivan","Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu, Skai Jackson, Marsai Martin, Andre Robinson, Carlos Alazraqui, Roshon Fegan, Grey Griffin, Brad Grusnick, Sam Lavagnino, John C. McGinley, Roger Craig Smith",United States,24-Nov-20,2020,TV-Y,46 min,"Children & Family Movies, Comedies"
s1657,Movie,Hillbilly Elegy,Ron Howard,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, Owen Asztalos",United States,24-Nov-20,2020,R,117 min,Dramas
s1658,Movie,Notes for My Son,Carlos Sorín,"Valeria Bertuccelli, Esteban Lamothe, Julián Sorín, Mauricio Dayub, Malena Pichot, Catarina Spinetta, Carla Quevedo, Anita Pauls, Mónica Antonópulos, Paola Barrientos, Ana Katz, Romina Richi, Diego Gentile, Beatriz Spelzini, Diego Reinhold",Argentina,24-Nov-20,2020,TV-MA,84 min,"Dramas, International Movies"
s1659,TV Show,Valentino,,"Adel Imam, Dalal Abdelaziz, Hamdy Al-Merghany, Mohamed al-Kilani, Tarek El Ebiary, Huda El Mufti, Soleiman Eid, Badria Tolba, Reda Idrees, Enaam Al-Gritly, Wafaa Sadeq, Rania Mahmoud Yassin",Egypt,24-Nov-20,2020,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas"
s1660,Movie,Hard Kill,Matt Eskandari,"Jesse Metcalfe, Bruce Willis, Natalie Eva Marie, Lala Kent, Texas Battle, Swen Temmel, Sergio Rizzuto, Tyler Jon Olson, Jon Galanis",United States,23-Nov-20,2020,R,98 min,Action & Adventure
s1661,Movie,Shawn Mendes: In Wonder,Grant Singer,Shawn Mendes,United States,23-Nov-20,2020,TV-MA,83 min,"Documentaries, Music & Musicals"
s1662,TV Show,Strongest Deliveryman,,"Ko Kyung-pyo, Chae Soo-bin, Kim Seon-ho, Go Won-hee",South Korea,23-Nov-20,2017,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s1663,Movie,The Suit,Mohammad Adel,"Tamer Hosny, Akram Hosny, Amina Khalil, Dalal Abdelaziz, Maged El-Masri, Yasser Ali Maher, Salwa Mohammed, Mahmoud El-Bezzawy, Hassan Hosny, Taher Abu Lela, Ahmed Zaher",Egypt,23-Nov-20,2018,TV-14,97 min,"Action & Adventure, Comedies, International Movies"
s1664,Movie,Dolly Parton’s Christmas on the Square,Debbie Allen,"Dolly Parton, Christine Baranski, Treat Williams, Jenifer Lewis, Josh Segarra, Jeanine Mason, Mary Lane Haskell",United States,22-Nov-20,2020,TV-PG,99 min,"Children & Family Movies, Music & Musicals"
s1665,Movie,Machete Kills,Robert Rodriguez,"Danny Trejo, Sofía Vergara, Charlie Sheen, Michelle Rodriguez, Demián Bichir, Amber Heard, Mel Gibson, William Sadler, Alexa PenaVega, Antonio Banderas, Lady Gaga, Cuba Gooding Jr., Jessica Alba, Walton Goggins, Vanessa Hudgens","United States, Russia",22-Nov-20,2013,R,108 min,Action & Adventure
s1666,Movie,40 Sticks,Victor Gatonye,"Robert Agengo, Mwaura Bilal, Andreo Kamau, Cajetan Boy, Arabron Nyyeneque, Shiviske Shivisi, Xavier Ywaya",Kenya,20-Nov-20,2019,TV-14,93 min,"International Movies, Thrillers"
s1667,Movie,Alien Xmas,Stephen Chiodo,"Keythe Farley, Dee Bradley Baker, Kaliayh Rhambo, Michelle Deco, Barbara Goodson",United States,20-Nov-20,2020,TV-Y,42 min,Children & Family Movies
s1668,TV Show,Flavorful Origins,,Yang Chen,China,20-Nov-20,2020,TV-G,3 Seasons,"Docuseries, International TV Shows"
s1669,TV Show,Heart & Soul,,"Anthony Monjaro, Phoenix Ezendu, Ademola Amoo, Chioma Adibe, Ijeoma Richards, Joy Mmezi",,20-Nov-20,2019,TV-14,1 Season,"International TV Shows, TV Dramas"
s1670,Movie,If Anything Happens I Love You,"Will McCormack, Michael Govier",,United States,20-Nov-20,2020,PG,13 min,Dramas
s1671,TV Show,Mismatched,,"Prajakta Koli, Rohit Saraf, Vihaan Samat, Taaruk Raina, Vidya Malavade, Kritika Bharadwaj, Rannvijay Singh, Muskkaan Jaferi, Devyani Shorey, Suhasini Mulay, Abhinav Sharma, Ravin Makhija",India,20-Nov-20,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1672,Movie,The App That Stole Christmas,Monica Floyd,"Jackie Long, Diane Marie Howard, Jaylin Hall, Miguel A. Núñez Jr., Ray J, JayQ The Legend, J. Anthony Brown, Kenny Rhodes, Amber Cosich",United States,20-Nov-20,2020,TV-PG,64 min,"Children & Family Movies, Comedies"
s1673,TV Show,Voices of Fire,,Pharrell Williams,United States,20-Nov-20,2020,TV-PG,1 Season,"Docuseries, Reality TV"
s1674,Movie,Black Friday,Anurag Kashyap,"Pavan Malhotra, Kay Kay Menon, Aditya Srivastava, Dibyendu Bhattacharya, Kishore Kadam, Gajraj Rao, Zakir Hussain, Imtiaz Ali, Pratima Kazmi, Raj Arjun",India,19-Nov-20,2004,TV-MA,162 min,"Dramas, International Movies"
s1675,Movie,Bodyguard,Siddique,"Salman Khan, Kareena Kapoor, Raj Babbar, Asrani, Vidya Sinha, Hazel Keech, Chetan Hansraj, Salim Baig",India,19-Nov-20,2011,TV-14,130 min,"Action & Adventure, Comedies, International Movies"
s1676,Movie,Break Ke Baad,Danish Aslam,"Imran Khan, Deepika Padukone, Shahana Goswami, Lillete Dubey, Sharmila Tagore, Navin Nischol, Parzan Dastur, Neelu Kohli, Ziyah Vastani, Yudhishtir Urs, Grady McGahan",India,19-Nov-20,2010,TV-14,108 min,"Comedies, International Movies, Music & Musicals"
s1677,Movie,Hawaizaada,Vibhu Virender Puri,"Ayushmann Khurrana, Mithun Chakraborty, Pallavi Sharda, Naman Jain, Jameel Khan",India,19-Nov-20,2015,TV-14,129 min,"Dramas, International Movies, Romantic Movies"
s1678,Movie,My Amnesia Girl,Cathy Garcia-Molina,"John Lloyd Cruz, Toni Gonzaga, Carlos Agassi, Ketchup Eusebio, Joross Gamboa, JM de Guzman, Beatriz Saw, Nico Antonio",Philippines,19-Nov-20,2010,TV-14,105 min,"International Movies, Romantic Movies"
s1679,Movie,Raman Raghav 2.0,Anurag Kashyap,"Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala, Mukesh Chhabra, Anuschka Sawhney, Vipin Sharma, Deepali Suryakant Badekar, Ashok Lokhande, Harssh Singh, Rajesh Jais, Hitesh Dave",India,19-Nov-20,2016,TV-MA,133 min,"International Movies, Thrillers"
s1680,Movie,Singham,Rohit Shetty,"Ajay Devgn, Kajal Aggarwal, Prakash Raj, Sonali Kulkarni, Sachin Khedekar, Sudhanshu Pandey, Anant Jog",India,19-Nov-20,2011,TV-14,142 min,"Action & Adventure, Dramas, International Movies"
s1681,Movie,TE3N,Ribhu Dasgupta,"Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Mukesh Chhabra, Sabyasachi Chakraborty, Prakash Belawadi, Tota Roy Chowdhury, Padmavati Rao, Suneel Sinha",India,19-Nov-20,2016,TV-14,128 min,"Dramas, International Movies, Thrillers"
s1682,Movie,The Princess Switch: Switched Again,Mike Rohl,"Vanessa Hudgens, Nick Sagar, Sam Palladio, Mia Lloyd, Lachlan Nieboer, Ricky Norwood, Florence Hall, Suanne Braun, Mark Fleischmann",United States,19-Nov-20,2020,TV-G,97 min,"Children & Family Movies, Comedies, Dramas"
s1683,Movie,Three Words to Forever,Cathy Garcia-Molina,"Sharon Cuneta, Richard Gomez, Kathryn Bernardo, Liza Lorena, Freddie Webb, Tommy Esguerra, Joross Gamboa, Tobie Dela Cruz",Philippines,19-Nov-20,2018,TV-G,107 min,"Comedies, Dramas, International Movies"
s1684,Movie,Well Done Abba,Shyam Benegal,"Boman Irani, Minissha Lamba, Sammir Dattani, Ila Arun, Ravi Kishan, Sonali Kulkarni, Rajit Kapoor, Ravi Jhankal, Yashpal Sharma, Rajendra Gupta",India,19-Nov-20,2009,TV-14,135 min,"Comedies, International Movies"
s1685,TV Show,Holiday Home Makeover with Mr. Christmas,,Benjamin Bradley,United States,18-Nov-20,2020,TV-G,1 Season,Reality TV
s1686,Movie,Ainu Mosir,Takeshi Fukunaga,"Kanto Shimokura, Debo Akibe, Emi Shimokura, Toko Miura, Lily Franky","United States, Japan",17-Nov-20,2020,TV-PG,84 min,"Dramas, International Movies"
s1687,Movie,Kevin Hart: Zero F**ks Given,Leslie Small,Kevin Hart,United States,17-Nov-20,2020,TV-MA,70 min,Stand-Up Comedy
s1688,TV Show,The Boss Baby: Back in Business,,"JP Karliak, Pierce Gagnon, Kevin Michael Richardson, Alex Cazares, Flula Borg, Jake Green, Eric Bell Jr., David Lodge, Hope Levy, David Collins, Tony Hale, Nicole Sullivan",United States,17-Nov-20,2020,TV-Y7,4 Seasons,"Kids' TV, TV Comedies"
s1689,TV Show,We Are the Champions,,,United States,17-Nov-20,2020,TV-MA,1 Season,"Docuseries, Reality TV"
s1690,Movie,Loving,Jeff Nichols,"Joel Edgerton, Ruth Negga, Marton Csokas, Nick Kroll, Michael Shannon, Terri Abney, Alano Miller, Jon Bass, Bill Camp, David Jensen","United Kingdom, United States",16-Nov-20,2016,PG-13,124 min,"Dramas, Romantic Movies"
s1691,Movie,Whose Streets?,"Sabaah Folayan, Damon Davis",,United States,16-Nov-20,2017,R,102 min,Documentaries
s1692,Movie,A Very Country Christmas,Justin G. Dyck,"Bea Santos, Greyston Holt, Greg Vaughan, Deana Carter, Allison Hossack","United States, Canada",15-Nov-20,2017,TV-G,84 min,"Music & Musicals, Romantic Movies"
s1693,TV Show,America's Next Top Model,,Tyra Banks,United States,15-Nov-20,2013,TV-14,2 Seasons,Reality TV
s1694,TV Show,Beyblade Burst Rise,,"Erika Harlacher, Griffin Puatu, Kimlinh Tran, Taylor Henry, Janice Roman Roku, Brian Anderson",Japan,15-Nov-20,2019,TV-Y,1 Season,"Anime Series, Kids' TV"
s1695,Movie,Cloudy with a Chance of Meatballs 2,"Cody Cameron, Kris Pearn","Bill Hader, Anna Faris, James Caan, Will Forte, Andy Samberg, Benjamin Bratt, Neil Patrick Harris, Terry Crews, Kristen Schaal",United States,15-Nov-20,2013,PG,95 min,"Children & Family Movies, Comedies"
s1696,Movie,Hometown Holiday,Justin G. Dyck,"Sarah Troyer, Bradley Hamilton, Kevin McGarry, Samantha Gracie",Canada,15-Nov-20,2018,TV-G,84 min,Romantic Movies
s1697,TV Show,Polly Pocket,,"Emily Tennant, Shannon Chan-Kent, Kazumi Evans, Patricia Drake, Rhona Rees, Ian Hanlin, Maryke Hendrikse, Vincent Tong, David Kaye, Ellen Kennedy","Canada, United States, Ireland",15-Nov-20,2021,TV-Y,2 Seasons,Kids' TV
s1698,TV Show,Survivor,,"Jeff Probst, Jerri Manthey, Colby Donaldson, Rupert Boneham, Parvati Shallow, Rob Mariano, Amanda Kimmel, James Clement, Amber Brkich, Alicia Calaway, Ethan Zohn, Tina Wesson",United States,15-Nov-20,2014,TV-14,2 Seasons,Reality TV
s1699,TV Show,The Crown,,"Claire Foy, John Lithgow, Matt Smith, Vanessa Kirby, Jared Harris, Victoria Hamilton, Eileen Atkins, Jeremy Northam, Alex Jennings, Ben Miles, Pip Torrens, Will Keen, Harry Hadden-Paton, Daniel Ings, Greg Wise, Harriet Walter, Lia Williams, Matthew Goode, Anton Lesser","United Kingdom, United States",15-Nov-20,2020,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Dramas"
s1700,Movie,White Christmas,Michael Curtiz,"Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen, Dean Jagger, Mary Wickes, John Brascia, Anne Whitfield, George Chakiris",United States,15-Nov-20,1954,TV-G,120 min,"Children & Family Movies, Classic Movies, Comedies"
s1701,Movie,Killer Cove,Damián Romay,"Haley Webb, Donny Boaz, Cathy Baron, Jason Alan Smith, Dennis Staroselsky, Owen Miller, Shawn Fitzgibbon",United States,14-Nov-20,2019,TV-14,87 min,Thrillers
s1702,TV Show,American Horror Story,,"Evan Peters, Sarah Paulson, Jessica Lange, Denis O'Hare, Kathy Bates, Angela Bassett, Lily Rabe, Frances Conroy, Cheyenne Jackson, Emma Roberts, Taissa Farmiga, Wes Bentley, Finn Wittrock, Chloë Sevigny, Zachary Quinto, Jamie Brewer, Naomi Grossman, Dylan McDermott, Gabourey Sidibe, Lady Gaga, Mare Winningham, Joseph Fiennes, Michael Chiklis, Matt Bomer, Lizzie Brocheré, Erika Ervin, Mat Fraser, Rose Siggins, Connie Britton, James Cromwell, Adina Porter, Jyoti Amge, Billie Lourde, Alison Pill, Billy Eichner, Leslie Grossman, Colton Haynes, Cuba Gooding Jr., André Holland, Danny Huston",United States,13-Nov-20,2019,TV-MA,9 Seasons,"TV Horror, TV Mysteries, TV Thrillers"
s1703,Movie,Fukrey Boyzzz: Space Mein Fukrapanti,Avinash Walzade,"Viraaj Modgill, Jasleen Singh, Pooja Punjabi, Amit Deondi, Ketan Kava, Zeel Thakkar, Manish Bhavan, Viswanathan Sridhar",India,13-Nov-20,2020,TV-Y7,75 min,"Children & Family Movies, Comedies"
s1704,Movie,Jingle Jangle: A Christmas Journey,David E. Talbert,"Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose, Madalen Mills, Phylicia Rashad, Ricky Martin, Justin Cornwell, Sharon Rose, Lisa Davina Phillip, Kieron Dyer",United States,13-Nov-20,2020,PG,124 min,"Children & Family Movies, Music & Musicals"
s1705,Movie,The Beginning of Life 2: Outside,Renata Terra,,Brazil,13-Nov-20,2020,TV-PG,92 min,"Documentaries, International Movies"
s1706,Movie,The Life Ahead,Edoardo Ponti,"Sophia Loren, Ibrahima Gueye, Renato Carpentieri, Diego Iosif Pirvu, Massimiliano Rossi, Abril Zamora, Babak Karimi",Italy,13-Nov-20,2020,PG-13,95 min,"Dramas, International Movies"
s1707,TV Show,The Minions of Midas,Mateo Gil,"Luis Tosar, Marta Belmonte, Guillermo Toledo, Carlos Blanco, Marta Milans, Goize Blanco, Elena Irureta, Bea Segura, Jorge Andreu, Daniel Holguín, Adolfo Fernández, Fernando Barona, Juan Blanco, Ahmed Boulane, Pepe Ocio, Vito Sanz, Adelfa Calvo, Joaquín Climent, Carmelo Gómez, Miguel Ángel Solá",Spain,13-Nov-20,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1708,Movie,A Very Special Love,Cathy Garcia-Molina,"John Lloyd Cruz, Sarah Geronimo, Dante Rivero, Rowell Santiago, Johnny Revilla, Bing Pimental, Daphne Oseña-Paez, Al Tantay, Irma Adlawan, Arno Morales, Miles Ocampo",Philippines,12-Nov-20,2008,TV-G,107 min,"International Movies, Romantic Movies"
s1709,TV Show,Ethos,,"Öykü Karayel, Fatih Artman, Funda Eryigit, Defne Kayalar, Settar Tanriögen, Tülin Özen, Alican Yücesoy, Bige Önal",Turkey,12-Nov-20,2020,TV-MA,1 Season,"International TV Shows, TV Dramas"
s1710,Movie,First Love,Paul Soriano,"Aga Muhlach, Bea Alonzo, Sandy Andolong, Albie Casiño, Edward Barber, Maureen Mann, Tim Donadt, Giselle Toengi, Raymond Lauchengco, Beverly Salviejo",Philippines,12-Nov-20,2018,TV-MA,123 min,"Dramas, International Movies, Romantic Movies"
s1711,Movie,Fruitvale Station,Ryan Coogler,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand, Chad Michael Murray, Ahna O'Reilly, Ariana Neal, Keenan Coogler, Trestin George, Joey Oglesby",United States,12-Nov-20,2013,R,85 min,"Dramas, Independent Movies"
s1712,TV Show,Graceful Friends,,"Yu Jun-sang, Song Yoon-a, Bae Soo-bin, Kim Sung-oh, Jung Seok-yong, Kim Won-hae",South Korea,12-Nov-20,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1713,Movie,Ludo,Anurag Basu,"Abhishek Bachchan, Aditya Roy Kapur, Rajkummar Rao, Sanya Malhotra, Fatima Sana Shaikh, Pankaj Tripathi, Rohit Saraf, Shalini Vatsa, Pearle Maaney",India,12-Nov-20,2020,TV-MA,150 min,"Comedies, Dramas, International Movies"
s1714,Movie,Memories of a Teenager,Lucas Santa Ana,"Renato Quattordio, Malena Narvay, Thomás Lepera, Jerónimo Giocondo Bosia, Tomás Wicz, Tomás Raimondi, Majo Chicar, Agustina Cabo",Argentina,12-Nov-20,2019,TV-MA,97 min,"Dramas, International Movies, LGBTQ Movies"
s1715,Movie,Prom Night,Nelson McCormick,"Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis, Collins Pennie, Kelly Blatz, James Ransone, Brianne Davis, Kellan Lutz, Mary Mara, Ming-Na Wen, Johnathon Schaech, Idris Elba","United States, Canada",12-Nov-20,2008,PG-13,88 min,Horror Movies
s1716,TV Show,A Queen Is Born,Carla Barros,"Gloria Groove, Alexia Twister",Brazil,11-Nov-20,2020,TV-14,1 Season,"International TV Shows, Reality TV"
s1717,TV Show,Aunty Donna's Big Ol' House of Fun,,"Mark Samual Bonanno, Broden Kelly, Zachary Ruane, Ed Helms, Kristen Schaal, Weird Al Yankovic, Kia Stevens, Paul F. Tompkins, Tawny Newsome",Australia,11-Nov-20,2020,TV-MA,1 Season,TV Comedies
s1718,TV Show,The Liberator,,"Bradley James, Martin Sensmeier, Jose Miguel Vasquez, Forrest Goodluck, Bryan Hibbard, Matt Mercurio, Harrison Stone, Billy Breed, Tatanka Means, Kiowa Gordon",United States,11-Nov-20,2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas"
s1719,TV Show,Trial 4,,,United States,11-Nov-20,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s1720,Movie,We Are All For The Fatherland,,,"Lebanon, Canada, France",11-Nov-20,1979,TV-14,74 min,"Documentaries, International Movies"
s1721,Movie,What We Wanted,Ulrike Kofler,"Lavinia Wilson, Elyas M'Barek, Anna Unterberger, Lukas Spisser, Iva Höpperger, Fedor Teyml, Marta Manduca, Maria Hofstätter, Tina Haller",Austria,11-Nov-20,2020,TV-MA,93 min,"Dramas, International Movies"
s1722,TV Show,A Lion in the House,"Steven Bognar, Julia Reichert",,United States,10-Nov-20,2006,TV-14,1 Season,TV Shows
s1723,TV Show,DASH & LILY,,"Midori Francis, Austin Abrams, Dante Brown, Troy Iwata",United States,10-Nov-20,2020,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas"
s1724,TV Show,Bakugan: Armored Alliance,,,,6-Nov-20,2020,TV-Y7,1 Season,"Anime Series, Kids' TV"
s1725,TV Show,Bakugan: Battle Planet,,"Jonah Wineberg, Deven Christian Mack, Margarita Valderrama, Ticoon Kim, Jason Deline, Will Bowes","Japan, Canada, United States",6-Nov-20,2018,TV-PG,1 Season,"Anime Series, Kids' TV"
s1726,Movie,Citation,Kunle Afolayan,"Temi Otedola, Jimmy Jean-Louis, Joke Silva, Gabriel Afolayan, Adjetey Anang, Ini Edo, Sadiq Daba, Wole Olowomojuore, Yomi Fash-Lanso, Bukunmi Oluwashina, Bienvenu Neba, Ray Reboul, Ibukun Awosika, Seun Kuti",Nigeria,6-Nov-20,2020,TV-MA,151 min,"Dramas, International Movies"
s1727,TV Show,Country Ever After,,,United States,6-Nov-20,2020,TV-PG,1 Season,Reality TV
s1728,Movie,Girl's Revenge,Weica Wang,"Wang Yu-ping, Yuri Chen, Shiny Yao, Pii Liu, Mike Lin, Edison Song, Xia Teng-hong, Moon Lee",Taiwan,6-Nov-20,2020,TV-MA,82 min,"Dramas, International Movies"
s1729,Movie,The Endless Trench,"Aitor Arregi, Jon Garaño, Jose Mari Goenaga","Antonio de la Torre, Belén Cuesta, Vicente Vergara, José Manuel Poga, Emilio Palacios","Spain, France, Canada",6-Nov-20,2019,TV-MA,148 min,"Dramas, Independent Movies, International Movies"
s1730,Movie,The Late Bloomer,Kevin Pollak,"Johnny Simmons, Maria Bello, Brittany Snow, Kumail Nanjiani, Beck Bennett, Paul Wesley, Jane Lynch, J.K. Simmons, Lenora Crichlow",United States,6-Nov-20,2016,R,95 min,Comedies
s1731,TV Show,Wrong Kind of Black,,"Clarence Ryan, Aaron L. McGrath, Lisa Flanagan, Tommy Lewis, Nilbi Yasserie, Christopher Ketchup, Boori Monty Pryor, Jacek Koman, Colin Lane, Arthur Angel, Toby Truslove",Australia,6-Nov-20,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
s1732,Movie,A New York Christmas Wedding,Otoja Abit,"Nia Fairweather, Chris Noth, Cooper Koch, Tyra Ferrell, Denny Dillon, Adriana DeMeo, Otoja Abit, David Anzuelo, Camilla Harden, Natasha Goodman, Avery Whitted, Tony D. Head, Joe Perrino",United States,5-Nov-20,2020,TV-MA,90 min,"Dramas, LGBTQ Movies, Romantic Movies"
s1733,Movie,Alone/Together,Antoinette Jadaone,"Liza Soberano, Enrique Gil, Adrian Alandy, Jasmine Curtis-Smith, Sylvia Sanchez, Nonie Buencamino, Xia Vigor, Richard Manabat",Philippines,5-Nov-20,2019,TV-14,103 min,"Dramas, International Movies, Romantic Movies"
s1734,TV Show,Carmel: Who Killed Maria Marta?,Alejandro Hartmann,,Argentina,5-Nov-20,2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s1735,Movie,Midnight at the Magnolia,Maxwell McGuire,"Natalie Hall, Evan Williams, Michael Gordon Shore, Steve Cumyn, Albert Brooks",Canada,5-Nov-20,2020,TV-G,87 min,"Comedies, Romantic Movies"
s1736,Movie,One More Try,Ruel S. Bayani,"Angel Locsin, Angelica Panganiban, Dingdong Dantes, Zanjoe Marudo, Miguel Vergara, Gina Pareño, Carmina Villarroel, Agot Isidro",Philippines,5-Nov-20,2012,TV-14,102 min,"Dramas, International Movies, Romantic Movies"
s1737,Movie,Operation Christmas Drop,Martin Wood,"Kat Graham, Alexander Ludwig, Virginia Madsen, Janet Kidder, Jeff Joseph, Bethany Brown, Trezzo Mahoro, Rohan Campbell, Aliza Vellani, Aaron Douglas, Xavier de Guzman, Bruce Best",United States,5-Nov-20,2020,TV-G,96 min,"Children & Family Movies, Comedies, Romantic Movies"
s1738,TV Show,Paranormal,,"Ahmed Amin, Razane Jammal, Ayah Samaha, Samaa Ibrahem, Roshdy El Shamy, Reem Abd El Kader",Egypt,5-Nov-20,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Horror"
s1739,Movie,A Christmas Catch,,"Emily Alatalo, Lauren Holly, Yanic Truesdale, Franco Lo Presti, Andrew Bushell, Genelle Williams, Kyana Teresa, Eric Hicks",Canada,4-Nov-20,2018,TV-G,87 min,"Dramas, Romantic Movies"
s1740,Movie,Christmas with a Prince,Justin G. Dyck,"Kaitlyn Leeb, Nick Hounslow, Josh Dean, Melinda Shankar, Liam MacDonald, Ilamaria Ebrahim, Charles Shaughnessy, Julia Baldwin",Canada,4-Nov-20,2018,TV-PG,86 min,"Comedies, Dramas, Romantic Movies"
s1741,TV Show,Love & Anarchy,,"Ida Engvoll, Björn Mosten, Carla Sehn, Reine Brynolfsson, Gizem Erdogan, Björn Kjellman, Ruben Lopez, Johannes Kuhnke, Elsa Agemalm Reiland, Benjamin Shaps, Disa Östrand, Ejke Blomberg, Lars Väringer",Sweden,4-Nov-20,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
